,room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,location
1402,Private room,Nairobi,Nairobi,0,0.0,10,5.0,100.0,-1.2904799999999998,36.772363,0101000020E6100000FAD170CADC624240F645425BCEA5F4BF
1403,Private room,Nairobi,Nairobi,0,0.0,1,1.0,99.0,-1.2577180000000001,36.798911,0101000020E610000013B534B742664240CD72D9E89C1FF4BF
1404,Private room,Nairobi,Nairobi,1,0.0,1,1.0,95.0,-1.313542,36.716384999999995,0101000020E6100000282CF180B25B424048C2BE9D4404F5BF
1405,Private room,Nairobi,Nairobi,0,0.0,16,1.0,100.0,-1.3229899999999999,36.826265,0101000020E61000002B6A300DC3694240EDF5EE8FF72AF5BF
1406,Private room,Nairobi,Nairobi,0,0.0,1,1.0,90.0,-1.225031,36.815864000000005,0101000020E6100000EBFD463B6E684240FA60191BBA99F3BF
1407,Private room,Nairobi,Nairobi,1,0.0,4,2.0,100.0,-1.29003,36.792961,0101000020E61000007100FDBE7F654240F9BD4D7FF6A3F4BF
1408,Private room,Nairobi,Nairobi,0,0.0,1,1.0,95.0,-1.281944,36.824566,0101000020E61000005FB2F1608B694240D3DA34B6D782F4BF
1409,Private room,Nairobi,Nairobi,0,0.0,3,1.0,83.0,-1.301663,36.78941,0101000020E610000053910A630B654240AA9CF6949CD3F4BF
1410,Private room,Nairobi,Nairobi,1,0.0,2,1.0,100.0,-1.247659,36.786054,0101000020E6100000EB71DF6A9D64424006F6984869F6F3BF
1411,Private room,Nairobi,Nairobi,0,0.0,16,3.0,100.0,-1.262473,36.788645,0101000020E6100000B493C151F2644240005471E31633F4BF
1412,Private room,Nairobi,Nairobi,0,0.0,2,1.0,85.0,-1.233567,36.868403,0101000020E6100000C85F5AD4276F42401DCC26C0B0BCF3BF
1413,Private room,Nairobi,Nairobi,1,0.0,14,1.0,100.0,-1.2383959999999998,36.806588,0101000020E61000004BAC8C463E67424099F4F75278D0F3BF
1414,Private room,Nairobi,Nairobi,0,0.0,1,3.0,100.0,-1.297502,36.82022,0101000020E610000037C30DF8FC684240D9E9077591C2F4BF
1415,Private room,Nairobi,Nairobi,0,0.0,1,1.0,90.0,-1.2876290000000001,36.803784,0101000020E61000002786E464E26642405419C6DD209AF4BF
1416,Private room,Nairobi,Nairobi,0,0.0,4,1.0,90.0,-1.252238,36.769362,0101000020E610000080643A747A62424067EF8CB62A09F4BF
1417,Private room,Nairobi,Nairobi,1,0.0,2,1.0,90.0,-1.340331,36.73599,0101000020E61000006E179AEB345E4240240A2DEBFE71F5BF
1418,Private room,Nairobi,Nairobi,1,0.0,4,2.0,92.0,-1.3466069999999999,36.706741,0101000020E610000005DF347D765A4240E60819C8B38BF5BF
1419,Private room,Nairobi,Nairobi,2,0.0,4,2.0,95.0,-1.272361,36.803611,0101000020E610000059DAA9B9DC664240304B3B35975BF4BF
1420,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.2902959999999999,36.787040999999995,0101000020E61000003ACE6DC2BD644240CA8D226B0DA5F4BF
1421,Private room,Nairobi,Nairobi,0,0.0,5,1.0,80.0,-1.291467,36.788284999999995,0101000020E6100000B476DB85E6644240CCCF0D4DD9A9F4BF
1422,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.289018,36.785053999999995,0101000020E610000008CC43A67C64424006499F56D19FF4BF
1423,Private room,Nairobi,Nairobi,1,0.0,2,1.0,65.0,-1.322969,36.682586,0101000020E61000008E5A61FA5E574240FEF2C98AE12AF5BF
1424,Private room,Nairobi,Nairobi,0,0.0,1,1.0,79.0,-1.2972540000000001,36.792854,0101000020E61000005B40683D7C654240D5AE09698DC1F4BF
1425,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.290399,36.785733,0101000020E6100000A93121E6926442405DA8FC6B79A5F4BF
1426,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.290261,36.78508,0101000020E6100000315F5E807D6442403CDEE4B7E8A4F4BF
1427,Private room,Nairobi,Nairobi,1,0.0,2,1.0,64.0,-1.270928,36.803667,0101000020E6100000EDEF6C8FDE6642408A213999B855F4BF
1428,Private room,Nairobi,Nairobi,0,0.0,3,1.0,80.0,-1.336185,36.740443,0101000020E6100000ACC612D6C65E4240FE7DC6850361F5BF
1429,Private room,Nairobi,Nairobi,0,0.0,10,5.0,70.0,-1.228788,36.814302000000005,0101000020E6100000A088450C3B684240D9791B9B1DA9F3BF
1430,Private room,Nairobi,Nairobi,0,0.0,5,1.0,80.0,-1.286171,36.839781,0101000020E6100000AE669DF17D6B42409204E10A2894F4BF
1431,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.290114,36.786373,0101000020E61000008CBAD6DEA7644240B4C9E1934EA4F4BF
1432,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.290122,36.787001000000004,0101000020E6100000AB75E272BC6442400F9A5DF756A4F4BF
1433,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.29029,36.786155,0101000020E61000001F4B1FBAA064424085B1852007A5F4BF
1434,Private room,Nairobi,Nairobi,0,0.0,2,10.0,80.0,-1.223244,36.814674,0101000020E61000006473D53C476842409B73F04C6892F3BF
1435,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.289951,36.786718,0101000020E61000005796E82CB36442407714E7A8A3A3F4BF
1436,Private room,Nairobi,Nairobi,0,0.0,2,1.0,65.0,-1.3487149999999999,36.722253,0101000020E61000000D384BC9725C424087FE092E5694F5BF
1437,Private room,Nairobi,Nairobi,0,0.0,2,1.0,80.0,-1.222412,36.826596,0101000020E61000009180D1E5CD694240A7CEA3E2FF8EF3BF
1438,Private room,Nairobi,Nairobi,0,0.0,10,4.0,65.0,-1.32846,36.709472,0101000020E6100000BFB67EFACF5A4240E1B4E0455F41F5BF
1439,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.288986,36.787147999999995,0101000020E6100000508E0244C16442409A07B0C8AF9FF4BF
1440,Private room,Nairobi,Nairobi,0,0.0,2,1.0,80.0,-1.3756389999999998,36.754692,0101000020E6100000C34659BF9960424062A2410A9E02F6BF
1441,Private room,Nairobi,Nairobi,0,0.0,2,1.0,80.0,-1.257479,36.801277,0101000020E6100000BC04A73E906642403082C64CA21EF4BF
1442,Private room,Nairobi,Nairobi,0,0.0,1,1.0,65.0,-1.281823,36.818032,0101000020E61000006E8AC745B5684240732B84D55882F4BF
1443,Private room,Nairobi,Nairobi,0,0.0,2,1.0,66.0,-1.27948,36.780313,0101000020E610000063D2DF4BE1634240622D3E05C078F4BF
1444,Private room,Nairobi,Nairobi,0,0.0,1,1.0,80.0,-1.2636120000000002,36.789304,0101000020E61000000E4DD9E90765424097546D37C137F4BF
1445,Private room,Nairobi,Nairobi,0,0.0,2,1.0,80.0,-1.32576,36.724181,0101000020E61000003AB187F6B15C4240F584251E5036F5BF
1446,Private room,Nairobi,Nairobi,0,0.0,1,1.0,63.0,-1.258646,36.793022,0101000020E61000001781B1BE8165424005DCF3FC6923F4BF
1447,Private room,Nairobi,Nairobi,0,0.0,1,1.0,69.0,-1.290593,36.760202,0101000020E6100000492D944C4E614240FB2477D844A6F4BF
1448,Private room,Nairobi,Nairobi,1,0.0,1,1.0,63.0,-1.2897020000000001,36.762303,0101000020E610000044520B2593614240675F79909EA2F4BF
1449,Private room,Nairobi,Nairobi,0,0.0,2,1.0,75.0,-1.235032,36.794367,0101000020E6100000C5025FD1AD6542402E3718EAB0C2F3BF
1450,Private room,Nairobi,Nairobi,0,0.0,2,0.0,80.0,-1.219186,36.815669,0101000020E610000036AE7FD7676842405EDBDB2DC981F3BF
1451,Private room,Nairobi,Nairobi,1,0.0,16,1.0,80.0,-1.210223,36.805663,0101000020E6100000734C16F71F67424044DFDDCA125DF3BF
1452,Private room,Nairobi,Nairobi,1,0.0,10,1.0,70.0,-1.344865,36.71464,0101000020E6100000EC34D252795B4240868F88299184F5BF
1453,Private room,Nairobi,Nairobi,1,0.0,4,1.0,75.0,-1.3221829999999999,36.716926,0101000020E610000078D32D3BC45B4240153C855CA927F5BF
1454,Private room,Nairobi,Nairobi,0,0.0,1,1.0,80.0,-1.225109,36.814293,0101000020E61000004D2EC6C03A684240719010E50B9AF3BF
1455,Private room,Nairobi,Nairobi,0,0.0,2,1.0,65.0,-1.297164,36.791773,0101000020E61000008B6D52D158654240D6C6D8092FC1F4BF
1456,Private room,Nairobi,Nairobi,0,0.0,2,1.0,65.0,-1.29514,36.790040000000005,0101000020E61000001344DD0720654240F0DC7BB8E4B8F4BF
1457,Private room,Nairobi,Nairobi,0,0.0,2,1.0,65.0,-1.295878,36.791833000000004,0101000020E61000006072A3C85A654240B8B1D991EABBF4BF
1458,Private room,Nairobi,Nairobi,0,0.0,2,1.0,63.0,-1.238235,36.810117,0101000020E61000008177F2E9B16742407233DC80CFCFF3BF
1459,Private room,Nairobi,Nairobi,0,0.0,4,2.0,65.0,-1.329649,36.724709000000004,0101000020E6100000F50EB743C35C4240B18BA2073E46F5BF
